molecule_name,conformation_name,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,class
4,869,3,9,10,13,8,14,21,24,20,19,23,15,11,19,23,20,26,17,16,8,10,15,23,15,8,13,21,14,13,16,6,7,10,21,17,5,13,10,3,21,14,12,4,24,26,17,14,12,10,10,3,16,9,20,5,21,21,10,23,12,8,5,8,26,13,6,5,19,4,8,8,13,21,11,7,17,20,21,18,20,7,13,5,20,21,21,20,10,16,14,11,4,17,7,20,9,14,15,7,17,6,9,18,22,26,22,8,22,18,20,20,19,17,20,23,13,19,23,20,16,23,12,11,13,10,9,16,21,10,14,12,19,11,20,23,12,11,7,7,3,2,14,19,10,4,8,13,12,15,20,8,14,7,8,16,7,16,12,16,20,10,17,16,18,14,15,1
86,4357,5,8,2,13,8,12,9,10,6,10,9,6,5,7,9,7,17,8,4,3,2,10,14,14,3,5,14,6,10,14,8,13,3,17,1,9,11,1,0,8,0,23,4,13,9,5,6,6,5,10,3,12,5,4,5,12,3,2,20,12,8,6,11,9,12,9,5,4,3,0,0,0,11,6,7,17,11,4,7,9,4,10,5,15,11,16,2,13,16,9,6,9,15,5,0,4,11,13,12,1,1,9,8,5,8,9,8,6,2,5,11,7,7,8,12,13,13,1,1,14,13,5,12,15,25,10,7,19,10,11,5,7,5,7,6,15,7,7,4,3,2,2,10,8,4,3,15,2,2,17,0,14,3,3,12,0,18,8,12,0,7,14,1,0,2,1,0
90,5608,1,1,2,6,8,0,9,10,1,8,18,6,5,2,4,20,1,8,4,3,11,3,7,15,8,5,14,18,10,2,0,1,4,19,7,4,3,5,4,17,0,9,4,0,14,5,2,6,3,6,5,2,2,4,5,0,3,2,7,12,8,6,6,2,5,6,5,0,10,1,2,1,8,0,7,9,0,14,7,9,5,10,5,7,11,7,2,16,11,9,0,1,8,3,9,4,5,1,3,0,1,0,2,11,1,9,8,6,2,1,5,2,8,4,5,12,19,2,1,14,4,5,6,10,6,1,5,13,10,1,4,3,6,5,1,1,10,4,4,3,2,9,0,0,4,3,7,0,2,3,0,2,3,3,0,3,3,12,3,8,1,3,6,1,14,6,0
71,3569,5,12,5,17,8,14,3,10,15,12,7,6,5,10,7,18,16,1,4,5,10,11,10,11,4,13,12,14,10,12,6,16,15,13,12,9,9,5,5,0,10,10,3,16,8,5,16,5,5,6,1,14,0,4,4,8,1,13,12,9,9,5,13,11,15,9,7,11,6,8,6,7,12,6,7,17,13,8,7,3,7,2,5,25,3,13,9,16,11,10,11,10,13,5,7,12,14,15,11,0,7,10,11,10,9,6,8,14,2,1,1,16,13,3,8,11,9,7,0,22,7,6,13,9,18,10,5,17,10,8,2,13,5,7,6,9,10,6,7,3,2,14,5,3,4,3,10,9,9,1,11,13,4,5,17,11,9,8,10,12,12,11,16,18,14,18,0
14,3067,3,10,16,13,8,12,1,10,6,10,14,6,5,7,16,18,10,1,4,3,10,1,16,14,3,7,16,15,10,14,5,12,9,17,11,5,11,8,11,15,12,12,4,13,9,5,11,6,5,10,2,2,3,4,5,7,7,16,12,12,8,6,5,17,12,6,5,11,10,8,7,11,11,6,7,9,11,7,7,9,2,6,10,15,11,5,9,16,16,9,16,7,8,7,17,14,11,7,14,14,10,9,8,5,4,9,8,6,2,5,8,20,22,17,12,13,13,9,7,20,13,5,12,13,12,4,7,19,10,7,4,15,5,7,6,17,17,7,6,8,6,10,12,8,4,8,17,12,10,15,13,14,3,8,12,12,6,8,12,14,15,5,15,13,6,17,1
59,3090,3,10,16,13,8,16,9,3,9,4,4,6,5,11,7,16,10,8,4,5,11,3,8,18,8,5,3,2,10,2,10,8,9,1,11,5,5,8,11,15,15,12,4,8,7,5,11,6,3,6,1,9,5,5,5,11,10,16,12,16,8,6,5,21,2,6,2,11,10,8,7,11,8,6,4,16,11,8,7,12,5,10,5,18,11,5,9,4,11,9,9,7,8,6,17,14,11,13,14,9,20,9,11,5,9,14,2,6,2,5,6,5,16,4,9,12,8,4,1,0,4,5,11,18,12,12,8,13,10,1,4,15,4,15,6,17,17,7,4,3,2,10,9,8,4,8,11,12,10,15,13,7,3,8,12,12,2,4,4,14,15,5,15,13,6,17,0
89,4803,3,7,16,1,8,16,0,10,1,10,11,6,5,2,4,3,5,0,4,8,11,3,7,18,8,5,5,24,10,7,6,7,12,22,14,3,11,1,0,2,5,4,11,3,5,5,13,5,3,6,2,2,0,4,2,4,13,3,12,12,5,5,2,9,9,1,5,4,3,8,1,11,8,8,4,5,1,2,7,14,2,0,5,2,11,0,9,7,0,9,11,4,1,2,3,1,11,5,0,9,4,1,4,4,22,11,6,6,2,3,5,4,8,8,12,12,6,0,0,1,13,5,6,5,13,1,7,11,10,11,5,7,6,21,1,1,2,1,4,5,5,2,13,8,4,8,18,7,6,5,1,14,0,2,9,7,4,12,12,8,10,10,5,4,4,7,0
90,5421,1,7,2,13,1,9,1,10,1,10,15,6,5,7,7,1,12,8,4,5,11,12,7,14,2,5,14,9,20,5,1,1,4,2,11,10,16,5,6,7,17,3,4,9,8,4,2,6,5,10,3,2,7,4,5,12,0,16,6,0,8,6,5,0,9,6,5,1,3,1,4,11,8,7,1,5,1,0,7,9,5,1,5,20,6,5,11,13,11,0,3,1,16,13,9,4,11,1,1,5,18,9,2,5,10,0,9,6,2,5,8,7,12,5,12,19,21,1,1,6,2,4,3,10,6,1,1,5,1,7,4,3,5,7,6,1,14,2,4,3,2,0,1,1,4,3,7,2,0,12,9,2,2,2,4,7,19,12,6,3,7,1,8,1,14,6,0
53,1779,3,9,10,5,8,1,21,10,4,13,7,6,5,6,7,8,27,17,4,13,10,11,9,11,1,5,14,9,4,4,6,11,10,13,4,2,6,2,8,4,10,3,4,13,16,5,21,12,3,4,3,3,3,4,5,4,18,4,2,8,6,4,8,1,3,3,3,1,1,1,6,8,12,0,7,17,5,7,4,12,1,11,5,5,10,9,4,9,4,7,11,4,13,7,9,9,0,2,7,3,6,7,11,4,4,14,1,2,2,5,11,10,5,3,11,0,12,4,2,5,3,5,6,8,11,12,5,17,10,6,5,7,5,11,9,0,4,6,0,3,2,4,2,3,4,7,16,4,8,1,8,0,1,5,1,4,16,8,10,3,10,8,8,10,3,3,0
10,1503,2,5,10,17,7,17,4,10,19,13,7,6,5,12,7,7,2,3,4,8,12,11,16,11,4,5,5,5,10,9,7,13,12,13,15,10,15,2,7,22,7,18,4,13,9,5,20,8,5,12,5,14,15,5,6,12,23,4,15,8,11,6,11,16,14,8,4,8,10,16,6,13,12,6,7,6,13,7,7,12,7,17,11,20,10,9,4,9,17,8,17,9,13,7,14,14,14,15,7,8,6,9,11,4,2,6,3,9,8,5,11,20,18,12,11,9,12,4,4,5,7,8,14,10,15,10,5,16,10,10,4,14,11,7,11,8,4,6,6,10,6,4,2,3,4,7,10,12,3,12,16,17,4,8,12,10,9,8,10,10,7,10,14,15,11,23,1
89,4928,3,7,0,13,8,5,11,3,6,4,9,6,5,7,7,3,0,8,4,5,7,10,11,15,2,5,5,17,10,14,6,7,12,2,10,3,11,1,0,2,5,1,4,13,9,5,3,6,5,10,3,12,1,5,5,12,10,3,6,16,1,5,2,17,8,1,5,4,3,8,1,11,1,6,4,16,8,6,4,9,4,9,5,15,6,7,9,8,18,9,11,4,12,2,3,1,11,11,1,4,4,1,9,5,12,11,8,6,2,5,6,1,15,4,5,12,3,2,7,6,13,5,12,14,13,1,1,19,10,14,5,7,5,7,6,1,2,1,4,3,2,2,12,8,8,4,6,7,6,5,0,8,2,2,9,7,12,8,6,8,10,5,5,4,4,7,0
54,2577,1,1,2,3,8,3,5,10,6,8,7,0,5,11,8,7,17,13,4,6,4,7,7,5,5,5,14,17,10,15,2,1,11,10,7,4,9,1,3,9,3,3,4,13,9,5,6,0,5,10,4,9,5,1,5,4,3,2,15,3,9,6,5,3,13,6,5,9,10,1,2,3,8,12,7,9,11,7,7,0,4,10,5,8,6,7,2,14,11,7,0,1,7,7,9,4,12,13,5,0,1,0,8,10,11,9,4,0,3,5,6,7,7,8,5,10,15,9,1,19,2,5,11,10,6,1,5,15,10,7,4,10,0,5,6,7,0,7,4,3,2,2,0,9,4,3,7,1,2,3,1,14,3,3,0,3,7,8,10,8,1,1,8,5,14,6,0
89,4599,2,0,5,1,8,3,2,10,15,13,15,6,5,6,8,7,19,2,4,5,10,6,10,8,4,15,0,4,10,9,2,10,2,13,4,4,6,5,5,19,5,16,4,13,6,7,21,8,7,11,1,17,9,1,3,12,14,6,12,8,2,1,11,11,5,6,5,4,6,8,6,13,12,6,7,17,10,7,7,5,7,11,5,18,16,0,3,5,3,8,10,3,2,5,8,14,4,15,4,12,22,0,9,10,12,9,8,9,8,2,2,8,5,12,4,6,9,15,5,3,12,3,1,1,12,5,5,12,10,6,4,12,5,7,11,5,11,6,9,3,2,7,15,10,8,4,6,4,1,1,7,3,4,8,12,8,5,12,10,1,0,1,3,7,4,6,0
46,1025,0,7,18,13,5,9,18,23,17,10,13,19,5,20,18,15,27,19,14,15,18,15,21,10,0,6,14,21,5,3,6,11,10,16,10,0,9,5,12,17,17,9,3,21,23,15,15,8,14,2,11,11,11,19,5,19,19,16,12,4,8,13,8,20,13,0,2,10,3,8,13,11,4,13,5,12,13,18,17,19,9,22,5,19,5,21,14,16,5,14,11,9,12,6,10,2,7,18,22,16,22,9,10,21,20,24,9,22,9,6,9,18,22,19,9,7,7,24,20,22,5,2,6,14,13,11,10,19,2,14,7,7,5,9,17,12,13,7,12,3,2,7,16,16,4,12,13,15,17,12,13,14,3,8,9,18,16,12,18,3,10,7,11,9,11,5,0
54,2591,2,5,10,1,8,3,16,10,16,12,11,6,5,11,5,7,2,0,4,8,12,11,20,11,4,5,12,5,10,8,2,10,2,7,4,4,6,0,8,5,5,16,4,13,0,5,3,0,3,11,2,14,3,5,3,4,14,4,12,6,2,1,11,11,5,6,3,1,10,1,6,13,5,12,7,12,13,4,4,4,1,11,5,18,12,9,7,13,3,8,3,3,0,7,8,5,2,15,4,3,7,0,11,10,4,9,3,0,2,10,8,19,1,17,8,0,12,4,20,5,7,3,1,0,12,2,5,16,10,4,4,12,0,7,10,12,4,2,4,3,2,4,5,3,4,7,13,4,10,7,7,3,4,8,12,8,16,8,10,1,0,1,3,17,4,6,0
52,1643,6,1,1,18,9,9,10,10,6,3,9,6,5,7,1,7,0,8,4,5,4,5,0,12,3,5,5,5,13,15,3,4,3,16,17,1,12,1,0,8,3,12,11,13,7,5,3,6,3,6,3,4,4,4,5,9,3,1,15,12,8,6,11,17,13,2,5,4,1,8,0,0,11,6,2,16,8,7,1,8,4,10,6,20,21,7,9,7,16,9,14,4,16,7,5,2,14,11,2,1,1,2,1,5,4,9,8,6,0,5,4,0,7,1,15,13,21,10,6,1,13,10,11,15,3,7,7,21,10,7,4,1,5,7,6,2,2,0,4,1,0,2,10,8,4,7,10,17,6,5,0,14,2,0,0,0,12,8,16,0,7,3,3,10,5,1,0
31,6409,5,10,16,17,8,17,16,13,12,12,15,6,5,13,9,17,27,17,4,5,11,6,10,11,4,15,12,14,10,9,6,16,12,13,15,4,12,5,16,19,15,13,12,18,13,5,21,8,7,11,3,5,9,5,6,8,14,13,15,9,11,10,3,11,14,17,5,4,11,8,10,21,12,6,7,15,13,8,7,12,7,13,5,20,12,21,14,13,17,10,13,4,13,5,8,18,14,17,21,8,16,8,11,10,9,17,8,15,8,13,11,19,17,19,8,11,9,20,9,11,7,8,10,10,23,20,5,20,10,10,4,12,5,7,6,15,20,7,6,6,2,7,14,15,4,7,15,15,6,12,16,17,4,8,17,18,16,14,10,8,18,11,18,17,11,6,1
54,1970,3,7,10,3,8,9,2,13,7,16,16,0,5,7,8,3,5,8,0,5,12,11,16,11,4,12,1,0,10,8,6,11,18,13,9,2,0,0,8,0,10,9,8,13,5,5,6,14,5,12,0,13,11,4,3,12,14,5,12,8,5,4,10,11,1,5,3,1,1,1,6,5,8,8,13,17,9,7,7,12,12,11,0,4,10,0,11,8,13,5,13,4,13,7,4,9,1,15,7,3,7,1,8,10,4,9,8,11,3,1,2,0,5,3,8,11,9,8,9,2,7,3,7,8,11,1,5,16,10,0,1,1,2,0,6,12,10,3,12,6,0,4,5,3,2,3,2,4,6,0,7,1,1,5,9,9,16,8,10,2,10,2,3,2,3,4,0
54,2059,2,0,10,1,8,9,2,5,7,5,11,6,11,11,8,4,1,17,4,9,10,11,10,7,1,10,0,4,1,9,5,10,21,12,15,4,6,2,5,0,5,7,2,13,9,5,11,6,5,11,3,1,0,4,1,0,14,0,7,8,5,1,3,16,11,8,3,0,10,0,6,13,11,6,3,18,0,6,4,12,2,11,5,12,10,2,5,8,1,2,2,9,13,7,8,5,6,15,7,8,18,5,8,5,12,11,8,11,2,10,5,19,6,20,8,11,2,8,5,3,3,5,11,10,7,10,0,10,12,4,4,12,5,7,6,3,4,6,6,0,2,4,2,3,4,7,14,4,0,1,8,13,1,8,12,10,5,8,10,22,7,5,2,7,4,6,0
54,2737,2,5,11,1,1,9,0,13,5,5,16,6,5,11,9,4,8,8,4,5,1,11,16,11,1,7,5,5,8,8,3,10,21,7,15,4,6,0,8,8,14,7,4,13,8,5,4,12,3,5,5,14,6,5,1,12,5,4,1,8,5,3,3,11,11,8,1,16,10,9,12,13,8,6,7,4,13,7,7,12,1,3,0,18,10,0,4,7,1,2,2,9,13,7,8,11,6,15,17,2,12,5,2,10,4,9,7,7,3,2,6,17,21,16,8,11,2,3,4,5,10,5,11,10,7,10,5,5,10,4,4,12,2,15,6,0,4,2,6,0,0,7,1,10,4,7,13,5,3,5,8,13,1,8,12,10,8,8,10,14,7,5,2,7,4,6,0
60,3445,4,3,11,10,4,9,16,22,15,0,21,6,2,5,20,8,16,8,4,15,10,15,10,7,1,7,12,22,4,8,3,4,12,0,15,1,9,5,5,19,10,11,2,12,8,17,16,5,13,14,3,16,9,8,8,8,9,13,10,8,6,5,14,11,11,2,5,11,10,8,8,5,6,6,6,18,13,15,7,20,7,13,5,15,0,20,9,0,1,2,13,4,13,7,2,2,13,12,10,12,7,8,18,22,0,17,8,14,13,5,0,8,18,12,0,0,0,21,19,11,10,5,11,15,3,15,0,0,0,4,12,1,5,7,6,14,10,6,7,3,2,7,14,15,4,7,10,14,10,12,8,18,1,5,9,11,9,1,10,4,7,3,1,4,2,7,0
2,737,1,3,7,17,8,12,16,15,15,10,17,6,8,16,18,16,16,13,7,17,10,8,10,15,10,9,6,14,19,14,6,7,25,11,15,1,9,5,8,11,10,23,11,21,10,10,16,8,10,12,3,11,9,20,5,5,9,13,20,17,9,5,20,28,22,19,5,11,9,5,9,13,17,11,14,14,13,10,13,19,7,13,7,20,20,10,9,9,22,12,11,1,19,13,24,20,11,9,10,12,7,3,16,14,24,12,8,8,14,12,12,8,17,6,17,12,24,15,9,11,19,5,11,10,13,10,11,19,17,15,5,22,7,11,14,9,10,6,7,2,2,9,6,5,8,12,16,12,8,12,16,20,5,8,16,7,13,12,14,3,10,7,11,16,11,26,1
39,249,0,13,10,13,8,9,13,6,8,10,0,4,5,9,10,17,20,15,8,7,6,13,9,6,0,6,11,6,5,3,6,0,10,16,17,4,9,4,3,10,10,0,3,1,11,1,10,1,8,2,3,11,9,10,5,7,16,8,12,4,8,5,8,6,13,0,5,10,4,8,6,13,4,3,5,17,10,0,3,15,7,13,5,16,1,15,7,10,5,3,11,2,12,6,20,9,9,15,7,12,6,3,10,3,15,4,6,12,9,6,9,6,1,11,2,7,11,12,11,6,5,2,6,13,10,5,2,19,8,14,12,19,4,10,7,13,10,6,2,2,2,5,8,7,4,8,14,12,8,12,8,8,3,8,5,7,13,12,14,20,10,7,16,18,14,15,0
90,6118,6,5,11,1,8,9,16,13,3,12,5,6,5,6,4,2,8,3,4,5,10,11,10,11,1,3,14,19,1,4,6,11,10,13,6,6,4,0,8,17,13,10,4,4,8,3,16,8,7,16,6,14,9,5,0,12,18,13,3,9,9,4,7,1,0,6,5,4,0,5,9,5,5,6,7,5,5,3,7,12,7,11,5,6,12,21,12,16,6,5,11,4,13,5,2,1,1,2,4,12,13,1,4,4,2,1,9,9,2,2,8,8,5,12,8,11,0,23,9,14,3,5,11,3,2,1,5,12,10,5,1,1,5,7,6,12,4,6,7,3,2,7,8,3,4,3,14,12,8,3,7,16,4,5,2,5,1,12,14,1,10,5,3,2,5,5,0
90,5487,2,0,16,1,8,4,15,10,18,12,15,6,5,11,5,7,16,7,4,5,10,6,10,9,1,11,0,14,4,0,0,8,5,10,8,4,6,5,8,0,4,8,3,16,8,5,21,15,5,11,1,17,9,4,5,12,14,12,2,5,2,1,3,6,0,6,5,15,6,1,11,13,12,2,7,18,13,8,7,3,7,11,5,7,12,17,6,16,0,7,0,0,3,13,9,9,0,15,4,12,9,0,11,10,9,9,8,14,2,1,1,10,5,12,8,11,9,7,19,3,0,5,6,0,0,12,5,1,10,9,12,12,7,15,6,9,10,6,7,2,2,7,6,10,4,0,9,0,2,0,7,0,4,8,16,16,4,12,10,1,0,1,9,13,3,6,0
59,3385,3,7,16,13,8,2,9,10,6,10,3,6,5,2,4,5,6,17,4,3,13,3,2,15,8,5,16,15,2,2,5,12,13,19,3,13,3,8,11,15,12,12,3,3,14,5,9,6,5,6,8,0,5,5,5,12,10,16,8,12,8,6,5,2,0,6,5,11,10,8,7,11,8,8,7,15,0,0,7,12,4,10,5,18,20,5,9,13,11,9,16,7,16,7,16,14,5,0,14,9,10,9,4,8,0,6,2,6,2,1,2,7,7,8,5,13,10,9,7,21,4,5,3,13,12,4,7,14,10,10,9,11,5,15,0,17,9,7,4,2,2,10,9,8,4,8,11,12,8,15,13,2,2,8,12,12,6,12,0,14,15,5,15,13,6,17,0
54,1804,2,0,10,1,8,9,3,17,20,5,15,0,5,7,8,4,5,8,4,5,1,2,16,9,1,0,0,22,1,9,3,10,21,13,15,4,6,5,8,0,12,7,4,13,5,7,9,12,7,5,0,14,6,4,1,12,4,11,7,8,5,3,3,18,14,8,3,16,6,1,1,13,5,0,3,12,4,7,7,12,1,5,0,10,10,1,0,16,6,2,2,9,13,7,8,5,6,0,4,3,22,5,2,10,4,9,8,14,3,3,2,0,5,9,8,5,2,15,5,2,3,5,11,10,7,10,5,12,10,4,4,12,0,0,2,14,1,3,6,6,0,19,2,3,4,7,13,2,1,0,8,13,1,8,12,10,4,12,10,14,7,5,2,7,4,6,0
40,403,0,9,10,13,8,9,13,6,8,10,0,10,5,9,6,16,11,6,5,14,10,13,3,15,0,6,11,3,5,3,8,5,9,16,1,5,9,4,5,10,10,6,3,1,11,6,10,1,8,2,3,11,9,6,5,7,16,8,12,4,8,6,1,6,13,0,5,10,6,8,6,13,4,3,8,14,12,0,3,15,7,13,5,16,2,15,7,10,5,6,11,2,6,6,4,11,9,9,4,12,19,3,10,3,15,2,6,12,1,9,13,6,17,11,10,7,11,20,11,6,5,2,6,19,2,3,2,19,12,11,1,8,4,16,7,10,10,6,2,2,2,5,8,7,4,8,15,6,8,12,3,8,3,8,5,3,13,12,14,1,0,0,0,1,2,23,0
49,1380,3,11,13,18,8,9,10,10,6,20,5,21,4,19,15,15,12,0,4,5,0,7,0,12,8,5,16,11,13,15,8,11,10,11,10,11,15,8,9,15,17,9,5,8,21,7,14,0,3,10,0,10,4,4,5,9,13,10,15,12,8,10,16,17,13,7,5,11,8,8,11,15,2,11,4,16,8,21,15,16,0,10,0,20,9,7,9,7,16,9,18,4,12,4,9,3,14,8,14,15,15,3,4,10,7,21,2,0,3,5,6,0,7,1,15,13,21,10,6,20,4,5,6,14,10,11,2,23,7,11,5,16,0,19,21,15,12,6,4,1,0,10,9,9,4,7,9,14,10,15,13,14,2,8,9,18,9,12,16,14,10,2,20,9,14,14,0
89,4840,3,7,2,3,8,5,1,10,1,4,15,6,5,7,7,2,9,8,4,5,8,10,7,5,8,5,6,11,10,14,8,7,10,2,10,3,15,5,3,3,4,9,7,13,7,4,12,5,5,6,3,10,2,4,5,5,2,10,10,15,11,6,8,17,7,0,1,1,8,1,4,11,11,2,4,3,1,3,7,9,5,1,5,2,11,5,1,9,11,9,11,4,1,6,2,3,11,1,6,5,8,1,4,0,4,3,9,11,2,5,8,7,12,5,9,6,21,2,1,16,13,5,12,5,13,8,4,8,10,14,7,4,5,7,3,2,1,6,4,3,2,12,1,14,4,3,9,2,1,1,5,8,2,2,9,7,1,12,16,2,10,2,11,9,11,5,0
90,5446,6,1,1,13,9,9,7,10,9,8,12,6,5,7,7,21,5,8,4,3,11,3,7,15,2,5,5,11,10,5,5,4,3,6,17,1,12,1,0,8,3,12,4,17,12,7,3,5,3,6,3,10,4,4,5,4,8,1,15,7,8,6,11,2,9,2,1,4,1,8,0,0,8,6,7,4,7,6,4,9,5,8,5,18,6,12,9,9,11,1,22,4,15,5,5,2,11,8,2,1,1,2,8,5,4,0,0,14,2,5,11,4,0,8,5,8,13,5,12,10,2,5,12,15,3,7,3,7,9,1,4,1,7,7,3,2,2,1,4,3,2,2,9,8,4,3,9,17,6,5,2,14,2,0,0,0,1,15,16,0,7,3,3,10,5,1,0
89,5417,3,7,5,0,8,9,0,8,7,11,5,6,5,2,4,7,16,7,4,3,10,13,10,11,4,3,14,4,10,8,6,11,1,13,2,2,6,5,8,17,10,9,8,3,5,5,16,8,5,11,3,11,11,4,3,12,9,11,12,8,0,4,15,11,5,5,5,11,1,8,6,5,12,8,7,9,13,2,7,12,7,11,5,1,7,15,9,8,2,10,11,4,0,7,0,9,14,9,20,8,7,1,4,0,0,9,8,14,2,1,6,10,17,12,4,13,12,8,5,9,12,7,0,5,13,1,5,16,10,10,5,9,4,7,0,9,10,6,6,3,2,9,8,10,2,8,0,15,9,12,16,15,4,5,9,4,13,8,10,8,10,2,2,2,3,8,0
10,1571,11,10,16,10,8,7,9,10,6,8,7,6,5,11,8,3,7,20,4,5,4,5,7,15,5,5,18,9,1,6,10,12,9,10,23,5,9,8,13,15,15,12,4,13,9,5,12,7,5,10,13,4,7,3,2,4,13,16,7,12,8,6,3,6,9,6,5,11,10,8,10,15,8,12,7,14,11,7,7,16,4,10,5,18,6,7,9,7,4,7,16,6,18,7,8,5,12,13,19,14,16,9,8,11,5,9,8,17,7,5,6,7,7,8,16,17,15,5,10,20,22,4,12,18,12,7,5,15,10,7,4,5,5,20,6,17,16,7,4,3,2,10,9,8,4,7,15,12,10,13,13,2,0,8,12,12,17,8,10,14,15,5,13,8,6,6,1
89,5349,2,7,5,1,8,13,3,10,15,3,5,6,5,10,5,2,16,8,4,8,6,11,10,4,4,13,2,14,10,10,2,10,2,10,4,4,6,5,5,0,5,16,4,13,8,3,16,4,7,11,3,14,0,5,3,8,1,0,12,2,2,1,11,5,5,6,2,4,6,8,6,13,12,6,7,3,13,7,7,12,7,2,5,18,3,13,9,13,9,2,10,3,2,0,8,8,2,15,4,0,7,0,4,4,4,11,9,14,8,5,11,8,18,3,8,11,9,12,0,14,7,3,1,1,12,5,5,9,10,15,4,12,5,7,11,9,10,6,7,3,2,5,5,3,4,1,9,4,10,1,7,3,4,8,12,8,2,19,10,1,0,1,3,7,4,6,0
81,4133,2,10,7,13,8,9,16,15,2,10,17,1,7,8,3,20,16,13,2,5,10,8,10,12,3,1,6,14,10,7,0,10,10,11,1,0,7,5,5,11,10,2,3,19,10,10,16,8,4,7,3,11,9,7,5,13,9,13,12,12,0,6,11,9,9,9,5,11,6,5,5,7,17,11,3,17,13,10,1,19,7,13,0,9,13,10,9,9,8,9,0,0,1,7,4,0,11,9,8,12,7,0,7,14,6,12,8,8,0,0,3,10,17,6,9,13,13,7,9,11,13,5,6,4,6,1,7,4,10,11,5,8,7,11,14,9,10,6,7,3,2,7,6,5,4,3,14,12,8,12,4,14,3,12,10,18,10,3,12,4,7,4,0,3,2,0,0
5,1173,6,7,11,16,9,9,16,23,21,12,17,18,14,16,18,10,16,13,15,13,10,16,10,14,10,16,12,19,19,14,8,23,21,21,15,15,7,5,8,11,12,23,14,21,10,10,16,8,8,11,3,23,9,14,5,13,9,13,12,12,13,6,7,26,14,6,7,11,6,8,8,13,17,11,14,17,15,10,20,17,7,21,13,18,18,20,9,13,22,16,18,9,13,7,20,23,11,20,20,12,7,9,16,19,24,19,8,8,14,18,12,10,17,18,9,21,25,7,19,24,19,5,11,12,14,9,8,23,10,20,4,22,7,20,14,9,10,6,7,3,2,7,15,19,8,4,17,12,10,12,16,2,5,8,18,16,12,19,16,25,10,12,19,18,14,23,1
89,4404,2,0,5,1,8,3,2,0,15,2,15,6,5,6,5,7,19,2,4,6,10,11,10,11,4,15,0,4,10,9,2,10,2,13,4,4,9,5,5,10,5,16,4,13,8,7,21,8,3,11,6,17,9,5,3,12,14,6,12,8,2,1,11,11,5,6,5,4,6,8,6,13,12,6,7,17,10,7,7,0,7,11,5,18,7,0,0,16,3,8,10,3,5,5,8,14,4,15,4,12,22,0,9,10,12,9,8,9,0,3,1,8,5,12,4,6,9,15,5,3,12,3,5,1,12,5,5,12,10,6,4,12,5,7,11,5,11,6,9,3,2,7,15,10,8,3,13,4,1,1,7,3,4,8,12,8,12,12,10,1,0,1,3,7,4,6,0
81,3853,0,13,5,13,8,9,8,2,8,10,0,4,5,9,10,10,4,6,5,7,6,13,9,6,7,6,11,6,5,3,6,4,15,16,15,1,9,4,5,10,10,2,3,1,2,5,10,1,8,2,3,11,9,10,5,7,12,8,12,4,4,5,0,6,9,0,5,10,6,8,8,7,10,3,5,17,10,0,8,15,7,13,5,19,5,15,7,10,19,3,13,0,1,6,0,4,9,9,4,12,6,9,10,3,15,4,6,12,1,6,9,6,1,11,2,1,11,12,11,6,5,2,6,0,2,1,2,19,2,1,0,1,1,1,7,10,10,6,2,2,2,5,8,7,4,3,14,6,8,12,7,2,0,5,9,11,10,12,2,16,7,14,0,0,8,17,0
39,10,0,13,10,13,8,9,8,6,8,10,0,10,5,9,10,17,20,15,8,7,6,13,9,6,0,6,11,6,5,3,6,0,10,16,17,4,9,4,3,10,10,0,3,1,11,1,10,1,8,2,3,11,9,10,5,7,12,8,12,4,8,5,8,6,13,0,5,16,4,8,6,13,4,3,5,17,10,0,3,15,7,13,5,16,5,15,7,10,5,3,11,2,12,6,20,9,9,15,7,12,6,3,10,3,15,4,6,12,1,6,9,6,1,11,2,7,11,12,11,6,5,2,6,13,13,5,2,19,2,11,12,19,4,10,7,13,10,6,2,2,2,5,8,7,4,8,14,12,8,12,8,8,3,8,5,7,10,12,2,20,10,7,7,18,14,15,0
