molecule_name,conformation_name,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,class
90,5976,4,1,1,3,8,9,6,8,4,7,4,5,1,6,2,3,2,4,4,4,9,4,4,8,2,4,4,7,6,6,3,4,2,10,9,1,8,2,4,5,3,10,4,5,3,3,0,4,1,4,2,6,2,3,2,1,7,4,9,9,4,4,5,11,7,1,4,3,2,6,1,0,3,7,3,6,3,5,7,5,4,3,5,9,5,6,7,3,8,7,10,4,9,3,5,1,9,5,2,1,2,3,4,5,6,6,5,8,3,1,2,9,7,5,7,8,5,3,7,5,4,3,7,7,2,5,4,13,6,4,4,2,1,5,6,2,1,1,3,5,2,3,4,6,3,3,7,11,5,2,1,6,0,3,0,0,9,7,11,0,6,1,3,6,2,2,0
54,1860,4,5,3,5,6,9,2,6,4,7,7,4,1,3,6,2,7,3,4,2,4,5,4,6,2,4,7,7,6,1,4,7,7,8,6,1,2,4,6,3,2,7,3,7,5,3,7,4,4,7,3,3,2,3,3,3,0,10,9,5,4,4,6,3,7,4,1,1,1,1,3,6,4,7,5,3,4,4,5,5,4,2,3,10,5,11,3,3,10,1,5,4,6,1,2,3,9,1,6,5,8,0,5,5,7,6,5,2,5,2,3,1,4,5,8,5,4,5,2,7,1,2,4,6,7,4,3,2,4,8,1,7,3,11,6,2,2,6,3,4,2,1,1,5,3,6,7,2,1,1,4,6,0,1,6,5,1,0,3,4,6,2,9,7,8,8,0
80,3783,0,1,3,8,6,9,5,6,4,9,8,5,4,3,6,6,4,4,4,4,5,5,4,10,4,4,9,2,6,6,5,12,0,5,6,0,10,5,2,11,0,10,5,7,2,3,5,4,4,7,2,3,2,3,5,3,1,2,9,9,4,4,0,6,7,9,4,3,2,1,1,2,1,7,3,9,7,5,5,9,4,6,5,15,8,6,1,9,10,7,2,4,4,4,1,6,9,7,10,1,2,1,4,6,7,6,2,2,5,2,5,5,4,5,9,9,12,5,2,8,9,3,7,0,5,0,8,3,3,8,0,3,3,5,6,9,5,10,3,3,1,3,0,2,3,3,10,6,2,6,1,6,0,2,13,10,7,5,12,0,6,12,3,2,8,0,0
39,30,1,8,5,8,6,9,8,10,5,7,9,8,3,2,12,11,8,8,5,4,7,10,5,8,4,7,9,3,6,6,4,3,7,10,9,2,5,4,6,8,7,0,3,1,4,7,6,1,7,7,2,8,6,4,5,5,9,6,9,9,4,3,6,6,7,5,4,7,4,6,4,9,7,4,5,11,8,11,4,2,5,7,5,9,9,10,6,8,10,7,5,1,6,6,13,5,9,8,9,7,5,4,3,1,9,8,5,4,4,4,4,10,2,7,7,9,6,10,8,3,6,3,4,10,7,9,4,3,6,9,4,11,1,9,7,8,8,6,4,4,2,4,5,3,3,7,9,7,6,9,9,6,2,5,9,5,7,5,9,14,6,3,10,12,8,13,0
49,1363,4,7,8,8,6,9,9,13,4,7,7,12,1,3,6,3,7,3,11,2,4,5,0,8,4,0,10,7,6,6,5,7,7,12,6,6,5,5,6,12,10,7,3,7,5,3,9,4,7,4,8,3,2,3,5,0,10,10,9,9,4,4,9,6,7,8,4,6,5,6,8,6,4,7,5,10,4,4,12,5,4,6,0,15,10,6,7,0,10,7,9,4,6,3,4,3,9,5,6,9,8,0,5,5,3,6,5,2,5,6,0,0,4,2,9,5,10,3,4,11,11,9,7,9,7,8,6,8,6,8,1,8,3,6,6,9,11,6,0,0,0,7,4,6,3,6,7,9,8,10,8,6,0,5,6,11,4,7,9,10,6,2,9,12,8,8,0
71,3642,5,5,7,10,6,9,12,9,9,8,0,5,1,5,2,1,10,3,4,4,7,10,6,6,3,13,9,4,6,5,4,10,10,9,7,7,6,4,5,11,7,8,4,4,3,1,11,6,6,9,2,8,6,3,8,8,12,7,9,7,5,3,7,5,10,9,3,6,3,6,7,4,3,7,5,3,8,3,7,8,5,7,5,11,7,1,7,7,8,6,5,7,8,3,7,10,9,8,4,13,4,3,4,2,3,3,7,1,3,2,5,8,6,8,4,6,8,6,11,12,7,4,10,13,9,7,4,9,6,6,5,10,3,5,6,7,8,6,4,4,2,5,10,9,1,4,4,7,6,9,5,9,1,4,12,9,1,7,7,5,7,10,10,12,8,12,0
29,6363,2,5,8,3,9,9,12,6,9,5,7,5,1,6,4,14,14,12,4,4,9,7,6,6,3,10,9,14,10,5,5,4,7,6,2,9,11,4,4,11,9,10,4,7,5,3,8,6,4,8,2,7,6,3,3,8,12,7,12,6,5,4,8,5,12,8,6,3,2,6,6,6,3,7,5,13,10,5,7,8,7,7,5,6,6,10,7,8,11,2,9,10,8,6,6,7,3,8,6,10,7,6,8,6,3,10,8,8,7,2,5,8,10,8,1,8,8,6,5,12,7,2,10,14,15,11,4,4,6,2,4,2,3,12,8,10,8,5,6,4,2,5,7,3,3,6,8,11,8,6,9,5,1,1,14,7,3,5,7,14,6,1,6,12,9,13,1
90,6292,3,1,7,2,6,5,12,0,9,8,3,5,1,6,2,1,14,2,4,4,7,7,11,6,1,12,0,4,3,0,0,5,1,7,3,2,4,4,5,13,5,2,4,7,3,1,11,6,6,3,1,9,6,3,5,8,8,2,2,2,2,0,2,4,0,7,1,3,3,6,4,5,3,7,5,7,8,3,7,8,5,7,5,7,7,1,2,8,0,4,0,3,1,5,4,5,0,8,4,10,13,1,4,2,3,3,7,1,3,2,5,8,6,8,4,6,8,6,5,0,0,3,4,1,0,1,4,1,6,5,1,5,3,5,6,9,8,6,8,4,2,5,7,9,2,0,9,2,0,1,5,0,1,5,3,10,1,7,7,2,0,1,6,9,2,4,0
46,920,4,5,10,8,1,9,13,13,10,7,9,11,1,11,12,4,14,11,12,4,10,10,11,8,4,7,9,11,6,6,3,2,6,10,2,1,2,4,7,11,10,8,3,12,13,7,4,6,11,7,0,8,6,8,5,12,13,10,9,9,8,4,2,6,4,1,0,11,2,6,9,6,7,13,5,10,10,11,11,7,7,12,5,9,9,13,12,9,10,7,9,4,9,6,13,1,9,13,14,11,8,3,3,8,13,11,7,11,4,4,4,11,12,13,7,6,6,10,11,15,6,3,4,4,2,2,4,3,6,6,0,1,3,8,13,10,13,6,6,4,2,5,11,10,5,7,9,10,11,9,14,3,2,5,6,5,9,5,9,2,6,4,1,3,1,5,0
90,5876,4,3,3,6,6,9,5,1,4,7,4,5,1,6,4,8,9,4,4,4,9,4,0,0,4,4,4,9,6,6,4,2,6,10,8,1,2,2,2,5,1,7,4,5,6,3,7,4,4,4,2,6,5,3,5,5,1,2,9,9,1,4,2,6,7,1,4,3,2,6,1,0,3,7,3,11,7,5,7,3,4,6,5,5,5,5,5,4,8,7,2,4,4,3,7,1,9,7,0,6,0,2,8,5,6,6,5,2,3,2,1,2,7,4,7,8,2,4,2,7,6,3,7,10,2,7,4,13,6,4,0,1,1,3,6,9,1,2,3,6,2,3,4,6,3,1,8,2,2,2,11,6,0,2,1,2,6,5,11,0,6,4,1,8,1,3,0
2,802,4,5,10,8,6,9,12,13,10,7,14,11,1,11,8,13,14,7,12,1,9,10,11,7,5,7,9,11,10,3,3,11,6,10,4,2,6,4,7,11,10,4,3,12,13,13,11,6,11,5,7,8,6,12,10,12,13,6,9,4,8,4,2,4,7,10,4,3,7,6,9,13,6,13,4,11,10,11,11,12,5,12,5,15,1,13,7,9,4,11,3,2,4,5,6,14,7,10,14,5,8,4,9,8,13,14,7,11,8,4,8,13,12,13,2,10,7,10,11,7,6,3,4,12,13,1,2,11,8,8,4,4,3,15,13,10,8,6,6,4,2,5,11,10,5,7,10,10,11,9,10,6,2,2,9,7,11,7,7,13,6,3,4,4,8,4,1
59,3296,4,7,8,2,6,10,6,6,2,7,6,5,1,3,4,2,0,4,4,6,9,4,4,10,4,4,10,7,6,6,5,7,7,11,6,6,5,5,6,12,10,7,6,5,8,3,11,4,4,4,2,1,0,3,2,3,5,11,9,9,5,4,6,6,7,8,1,6,5,6,8,6,3,7,3,4,1,4,5,3,1,0,5,2,5,0,7,3,6,7,4,4,6,5,4,5,9,5,6,0,8,5,4,5,7,1,4,6,3,2,3,4,5,4,7,8,2,0,0,9,6,3,4,9,7,8,4,3,6,8,6,8,3,5,9,9,12,6,3,0,2,7,0,6,3,7,11,11,8,10,8,6,3,5,6,11,1,7,9,10,6,2,9,7,8,8,0
54,2184,3,10,7,3,6,3,4,1,6,5,7,5,7,6,6,5,2,6,4,2,9,3,6,5,3,11,0,13,0,5,3,6,7,1,2,2,0,4,5,7,5,6,1,7,5,3,7,4,4,8,2,7,3,3,3,0,2,3,1,6,1,0,2,2,3,7,2,3,3,6,4,9,4,7,5,10,8,4,5,8,7,1,5,11,6,1,3,4,11,2,3,3,8,6,6,4,3,2,4,2,7,1,5,5,6,7,5,8,3,2,1,10,6,3,4,6,8,6,5,0,5,1,1,7,6,7,0,4,0,2,4,2,3,5,6,7,14,3,6,0,5,5,3,3,3,6,9,10,4,1,9,1,1,5,9,7,4,5,7,2,6,1,3,5,5,4,0
46,919,4,5,10,8,1,9,13,13,10,7,9,11,1,11,12,4,14,11,12,4,10,10,11,8,4,7,9,11,6,6,3,2,6,10,2,1,2,4,7,11,10,8,3,12,13,7,4,6,11,7,0,8,6,8,5,12,13,10,9,9,8,4,2,6,4,1,0,11,2,6,9,6,7,13,5,10,10,11,11,7,7,12,5,9,9,13,12,9,10,7,9,4,9,6,7,1,9,13,14,11,8,6,3,8,13,11,7,11,4,4,4,11,12,13,7,6,6,10,11,15,6,3,4,4,2,2,4,3,6,6,0,1,3,8,13,10,13,6,6,4,2,5,11,10,5,7,9,10,11,9,14,3,2,5,6,5,9,5,9,2,6,4,1,3,1,5,0
59,3246,4,7,8,2,6,9,5,6,4,7,6,5,1,6,4,3,4,4,4,4,9,8,1,8,4,4,4,8,3,6,5,7,7,10,6,6,8,5,6,12,10,7,4,5,5,3,9,4,4,4,2,6,1,3,2,5,1,11,4,9,4,4,6,11,7,8,4,6,5,6,8,6,3,7,3,5,9,5,7,6,4,6,5,13,5,5,7,4,3,7,9,4,6,3,4,5,9,7,6,9,8,5,8,5,6,6,5,2,3,2,1,2,7,4,7,8,2,4,2,3,11,6,4,9,7,8,4,8,6,8,6,8,1,3,6,9,11,6,1,6,2,7,8,6,3,7,7,9,8,2,8,3,3,5,6,11,9,7,11,10,6,2,9,7,8,8,0
90,5846,2,5,3,3,0,10,0,6,4,7,8,5,1,1,2,6,9,6,4,2,1,5,1,3,4,4,9,5,6,6,1,0,9,10,4,4,8,4,4,7,10,2,3,2,3,3,11,4,4,4,2,5,1,3,5,8,0,10,9,9,4,4,3,6,9,7,4,1,2,1,3,6,3,9,5,8,7,2,7,3,4,0,5,14,9,5,8,6,8,7,3,2,5,6,4,2,9,1,1,5,13,4,4,2,0,6,3,2,3,1,3,5,4,4,3,9,2,2,2,3,6,3,4,7,3,1,4,3,6,4,4,2,3,10,1,2,2,2,3,4,2,0,1,1,3,2,8,2,0,9,3,6,2,1,3,5,3,7,9,3,6,1,4,2,8,4,0
8,1351,4,7,8,8,6,9,9,6,4,9,7,4,1,3,7,3,7,2,4,2,4,5,4,8,4,4,10,7,6,6,5,7,7,12,6,6,7,5,6,12,10,7,5,7,5,3,9,4,4,7,3,3,2,9,5,3,10,10,9,4,4,4,9,6,7,8,4,6,5,6,8,6,5,7,8,10,4,4,7,6,4,6,3,15,9,6,7,3,10,7,9,4,6,3,4,3,9,5,6,9,8,0,4,6,5,7,5,2,3,2,3,1,4,5,7,9,10,3,7,11,11,9,7,9,7,8,10,8,4,8,1,8,3,7,6,9,12,6,3,4,2,7,4,6,3,6,7,9,8,10,8,6,0,5,6,11,4,7,9,10,6,2,9,7,8,8,1
85,4341,4,4,9,10,6,12,12,6,2,9,15,5,1,12,9,8,10,5,4,2,7,10,6,6,3,10,9,13,6,5,5,7,13,1,8,2,5,4,7,11,7,2,5,13,1,11,11,6,4,7,2,9,6,12,7,8,12,9,9,9,5,3,9,5,8,6,4,6,6,8,7,5,4,11,3,8,10,13,7,1,5,7,5,15,8,13,7,9,11,6,5,4,8,6,4,5,9,8,4,7,4,5,4,5,12,11,1,5,3,7,2,8,10,8,7,6,8,7,5,8,2,7,9,7,7,4,4,9,6,10,1,5,3,7,12,7,8,6,4,4,2,5,7,9,3,7,10,7,6,9,9,9,1,4,10,9,7,1,7,3,6,8,4,6,5,12,0
90,6073,4,5,5,1,6,0,12,6,8,8,3,5,1,1,5,9,1,1,4,4,9,7,6,6,3,4,7,12,2,0,4,7,1,9,3,2,2,4,7,0,7,1,5,2,3,3,8,4,6,4,2,7,6,3,5,6,8,9,2,2,0,3,1,4,0,7,4,3,2,6,5,4,9,7,3,8,0,5,7,8,7,7,5,0,2,7,7,9,0,4,5,4,3,6,2,5,3,11,4,7,4,0,0,0,1,10,5,1,0,1,1,8,10,8,4,6,8,9,9,8,2,3,7,1,4,1,4,1,6,11,1,5,3,5,6,9,8,2,6,4,2,5,5,9,3,3,10,10,8,4,9,0,1,4,6,4,7,5,7,2,6,2,3,1,2,8,0
54,2345,4,3,1,8,6,6,5,6,4,9,0,5,1,3,6,1,7,4,4,4,11,5,4,4,2,4,4,5,6,4,5,7,7,12,6,1,6,2,6,5,1,2,5,7,2,0,7,4,4,4,2,3,2,3,5,3,10,2,5,8,1,4,6,4,7,1,4,3,5,6,1,2,9,7,3,10,4,5,5,3,4,6,3,15,5,6,2,6,10,4,2,4,6,0,2,1,5,7,6,6,1,0,4,2,3,6,5,2,5,2,5,5,4,5,3,8,5,3,4,1,4,2,7,1,5,4,3,6,3,8,1,7,3,5,6,7,5,6,3,3,1,3,6,2,3,2,10,2,1,10,2,6,0,0,1,0,4,0,7,3,6,2,9,7,8,3,0
40,332,0,4,7,8,6,9,12,7,0,7,9,1,2,2,1,13,10,7,1,4,7,6,6,8,4,2,7,9,6,6,4,7,3,10,1,0,5,4,5,11,7,3,3,9,9,7,11,6,7,7,2,8,6,4,5,2,8,9,9,9,5,3,0,6,7,0,4,6,3,6,5,10,7,10,5,11,10,6,1,12,5,7,2,9,9,10,7,6,10,7,5,1,6,6,0,4,9,8,7,7,4,4,3,7,4,4,5,5,4,0,6,8,10,6,7,9,6,7,5,8,6,3,7,8,7,0,4,14,6,8,1,3,3,7,10,7,8,6,4,4,2,5,7,4,3,3,10,7,6,9,9,6,3,6,2,6,7,5,9,6,6,0,4,5,0,0,0
90,6229,5,5,5,4,8,5,1,6,2,8,3,5,1,3,10,0,10,2,4,2,7,10,6,5,3,6,9,4,8,2,4,2,3,0,2,1,0,4,5,11,7,3,4,6,6,1,11,6,4,4,2,8,6,3,3,8,8,7,7,7,0,3,5,4,6,1,4,6,7,6,4,4,5,7,5,11,10,5,7,8,5,7,5,15,7,10,7,4,11,4,9,4,0,4,7,1,3,8,7,7,4,0,5,6,3,6,5,5,3,2,5,8,10,8,1,6,8,6,5,4,5,2,0,1,2,2,4,1,13,0,3,2,1,4,6,7,8,6,6,4,2,5,5,9,1,7,0,10,12,9,5,1,1,4,6,9,2,2,10,6,6,1,1,12,1,3,0
37,6493,4,5,8,6,6,9,5,6,4,7,3,5,4,6,7,13,9,4,4,2,9,4,4,8,4,4,10,5,6,6,7,5,6,10,4,4,5,5,9,12,9,10,5,7,5,4,7,4,4,4,2,6,2,3,5,3,10,10,9,9,4,4,3,6,7,7,4,6,7,6,6,6,1,7,3,11,4,5,7,6,4,6,5,12,5,6,7,9,8,7,6,5,4,4,11,8,9,7,6,9,11,4,4,2,6,6,5,2,3,2,5,2,3,5,7,5,6,5,6,10,6,3,7,10,6,5,5,13,1,4,4,9,1,3,6,14,11,6,3,4,2,7,8,6,3,7,10,7,8,10,8,6,2,5,9,5,6,7,9,10,8,6,8,9,6,10,1
90,5935,2,5,3,8,0,10,0,2,4,7,4,5,1,3,7,9,9,4,4,2,1,5,2,4,7,4,9,5,6,8,1,0,9,11,4,4,5,4,4,7,10,2,4,7,3,3,2,4,0,4,2,5,1,3,5,4,0,10,12,9,1,4,3,6,9,7,4,1,2,1,3,6,4,7,5,8,7,5,7,8,4,0,5,9,5,5,8,9,12,7,3,2,4,3,4,2,9,1,1,5,13,4,5,5,5,6,5,2,3,1,2,5,4,4,7,9,12,5,2,3,6,3,4,7,3,1,4,11,6,4,4,2,3,5,6,2,10,2,3,6,2,0,1,1,2,1,1,2,0,9,3,6,0,1,3,5,3,5,9,3,6,1,4,2,8,4,0
40,393,0,6,5,8,6,9,8,3,5,7,1,3,1,8,8,4,3,2,5,5,7,10,5,9,0,7,9,3,4,3,5,7,2,10,6,1,6,4,7,8,7,11,3,1,4,3,6,9,7,1,2,8,6,6,5,5,9,5,9,4,4,3,5,4,7,0,4,7,5,6,5,4,2,4,4,11,8,1,8,12,5,7,5,11,3,10,6,9,4,3,5,0,9,5,2,0,4,8,4,7,5,4,9,3,9,2,5,4,1,4,0,10,2,7,2,1,7,10,8,3,6,3,4,7,7,7,2,11,1,8,0,11,1,2,7,8,8,6,4,4,2,4,5,3,3,7,9,7,6,9,2,6,2,4,6,4,9,7,2,2,6,0,2,2,3,2,0
59,3360,4,7,8,8,6,10,6,6,2,7,5,5,1,1,2,5,7,4,4,4,9,8,2,8,4,4,6,7,6,1,4,7,7,2,6,6,2,5,6,12,10,7,4,2,3,3,12,4,4,4,4,1,2,3,5,3,10,11,9,9,4,4,6,3,4,8,1,6,5,6,8,6,3,2,3,3,4,0,7,3,1,5,5,14,5,6,7,3,8,7,9,4,6,5,8,5,9,7,6,9,8,5,4,6,1,6,5,2,3,1,3,4,1,4,7,8,12,3,7,10,4,3,7,6,7,8,6,8,6,9,6,8,2,1,1,9,11,6,3,0,2,7,8,6,3,7,7,11,8,8,8,6,0,5,6,11,1,3,0,10,6,2,9,7,8,3,0
89,4744,4,4,5,4,6,5,12,6,5,5,7,5,1,6,4,13,6,2,4,4,7,7,6,6,1,9,7,9,3,5,4,7,7,6,3,2,3,4,7,11,7,2,4,7,5,3,11,6,4,8,2,4,6,1,5,8,8,9,2,6,3,3,6,2,2,6,4,7,2,6,5,5,3,7,5,8,0,5,7,5,5,7,5,10,6,13,7,9,5,4,5,4,8,6,4,5,0,8,9,7,4,0,8,6,3,6,5,5,6,2,3,8,10,3,1,9,3,7,5,8,5,3,4,5,7,4,4,9,6,3,1,5,1,7,6,2,4,5,4,4,2,5,9,9,3,4,4,7,6,9,9,2,1,4,1,9,6,5,7,3,6,2,4,6,2,11,0
39,259,1,8,5,8,6,9,8,10,5,7,9,8,3,2,12,11,8,8,5,4,7,10,5,8,4,7,9,3,6,6,4,3,7,10,9,2,5,4,6,8,7,0,3,1,4,7,6,1,7,7,2,8,6,4,5,5,9,6,9,9,4,3,6,6,7,5,4,7,4,6,4,9,7,4,5,11,8,11,4,2,5,7,5,9,9,10,6,8,10,7,5,1,6,6,13,5,9,8,9,7,5,4,3,1,9,8,5,4,4,4,8,10,2,7,7,9,6,10,8,3,6,3,4,10,7,9,4,3,6,9,4,11,1,9,7,8,8,6,4,4,2,4,5,3,3,7,9,7,6,9,9,6,2,5,9,5,7,5,9,14,6,3,10,12,8,13,0
90,5619,4,3,3,8,6,10,5,6,2,7,2,5,1,3,4,0,2,4,4,4,9,1,0,8,4,4,4,5,6,1,4,7,12,2,6,1,2,4,6,13,1,2,4,5,3,3,6,4,4,4,2,1,2,3,5,3,1,2,12,9,1,4,1,3,4,1,1,1,5,1,1,8,3,3,3,1,1,4,5,3,6,6,5,14,5,6,0,6,8,7,2,4,6,5,1,1,9,6,0,3,1,0,4,5,3,1,0,11,3,2,5,4,1,4,7,8,6,3,4,1,4,3,7,1,5,1,6,8,6,9,1,5,3,5,6,2,8,2,3,0,2,9,1,1,3,3,7,2,1,6,3,11,0,0,1,1,1,3,0,3,6,6,4,11,5,2,0
89,4533,4,4,7,4,6,5,4,9,9,4,8,5,1,6,7,7,10,2,4,2,7,7,6,6,1,3,9,9,3,2,4,7,7,9,3,2,6,4,7,11,7,2,4,7,6,3,11,6,6,7,2,4,3,3,5,6,2,11,2,7,3,3,6,2,2,6,4,6,2,6,7,5,5,7,5,8,8,5,7,5,5,1,5,6,4,2,7,8,5,4,5,4,8,6,4,5,1,8,4,2,4,0,8,6,7,6,5,5,3,2,5,8,6,3,7,5,0,6,1,8,0,3,4,5,7,4,4,5,6,3,1,5,3,6,8,7,8,6,6,4,2,5,3,3,3,3,10,7,6,9,9,2,1,4,1,4,7,5,7,3,6,2,4,6,2,11,0
89,4779,3,5,7,2,2,2,12,9,5,8,8,5,1,5,4,3,1,2,4,4,7,10,11,6,3,6,9,9,6,5,1,6,5,9,10,2,3,4,5,11,8,10,4,7,6,3,3,6,6,4,2,4,6,3,3,8,12,9,9,6,2,0,5,5,4,7,1,3,7,6,7,5,5,7,5,1,10,5,7,5,5,7,5,14,2,13,7,9,6,6,3,3,0,6,6,4,2,8,4,7,4,1,8,6,7,10,0,1,3,2,1,8,6,6,9,5,0,7,9,13,7,2,2,1,6,2,4,9,6,3,4,5,3,5,5,10,8,10,8,4,2,5,7,9,3,3,10,7,6,6,5,7,1,5,9,7,9,5,7,2,7,1,3,9,5,4,0
90,5862,3,5,7,2,8,5,12,6,10,8,7,5,1,5,4,4,1,1,4,4,7,7,6,6,1,4,7,12,3,0,0,5,1,9,3,2,4,4,7,8,7,2,3,10,6,3,3,4,4,4,2,4,6,3,5,6,8,9,2,7,2,0,2,0,0,7,4,3,7,6,5,5,5,7,5,11,0,5,7,1,5,7,5,7,7,12,7,9,0,4,0,3,1,3,4,5,0,8,4,7,4,1,4,6,6,10,5,1,3,1,2,8,10,8,4,6,8,11,9,8,2,3,4,1,0,1,4,1,6,5,1,5,3,5,8,10,8,2,4,4,2,5,9,9,3,0,7,11,8,9,5,0,1,5,3,10,9,5,7,2,3,1,6,9,2,4,0
89,4640,4,4,7,1,6,9,4,6,9,2,8,5,1,5,2,9,10,2,4,2,7,7,6,6,3,3,9,9,6,5,4,7,1,9,2,2,3,4,7,11,7,7,4,7,6,3,11,6,4,5,2,4,3,3,3,6,2,11,9,6,0,3,6,5,4,6,4,6,2,6,7,4,5,7,5,8,8,5,7,1,5,1,5,0,6,2,7,8,1,6,5,4,1,6,0,5,9,8,4,2,4,0,8,6,5,6,5,5,3,1,2,8,6,3,1,6,8,6,0,8,7,5,1,6,7,1,4,9,6,7,1,8,3,5,8,7,8,6,6,4,2,5,3,3,3,3,10,7,6,9,9,7,1,4,6,4,8,5,7,4,6,2,3,1,2,6,0
40,292,0,4,7,8,6,9,12,7,0,7,9,1,1,2,3,8,10,7,6,1,7,6,6,2,0,2,7,9,4,3,4,7,3,10,1,0,6,4,5,11,7,3,3,12,9,7,11,6,7,1,2,8,6,7,5,2,8,9,9,4,5,3,0,4,7,0,4,6,3,6,5,4,11,10,4,11,10,6,1,2,5,7,2,11,1,10,7,6,4,3,5,1,6,5,0,4,7,8,7,7,4,4,9,1,4,4,5,5,8,3,6,8,10,6,2,4,7,7,5,8,6,3,4,3,7,0,2,11,5,8,1,3,3,7,10,7,8,6,4,4,2,5,7,4,3,3,10,7,6,9,9,6,3,6,2,4,7,7,7,6,6,0,4,5,0,0,0
24,3728,5,6,9,10,6,5,12,6,9,8,7,5,1,6,4,9,14,4,4,6,12,10,12,6,3,12,9,9,8,5,4,10,10,9,5,7,9,4,5,11,8,3,4,7,5,3,11,9,6,9,4,9,7,3,3,8,12,11,7,6,6,3,8,2,12,9,4,6,7,8,7,4,5,7,5,11,10,5,7,8,5,7,5,11,6,13,11,9,11,4,9,4,8,6,12,7,3,8,13,13,9,3,8,6,3,6,5,3,6,6,5,10,12,12,4,11,8,12,9,15,5,5,13,8,5,11,4,9,6,13,5,4,5,10,9,11,8,6,8,4,2,5,10,9,3,6,9,12,6,12,13,8,1,4,6,9,7,5,7,6,6,10,10,5,10,13,1
89,5270,4,5,3,8,6,10,0,1,4,7,2,5,1,3,7,5,4,4,4,2,5,1,8,10,4,4,7,12,4,1,5,7,7,10,6,1,2,4,7,3,2,7,4,7,5,3,7,4,4,4,2,6,1,3,5,6,0,10,4,9,4,4,6,1,4,4,0,1,1,1,3,6,4,7,5,3,4,4,5,6,4,0,5,15,5,5,3,4,8,7,5,4,6,3,2,3,0,1,6,5,8,0,5,5,6,7,5,2,3,2,1,2,7,0,7,9,12,4,0,7,4,3,4,6,7,4,4,11,2,4,6,5,3,5,6,2,2,6,3,4,2,1,1,5,5,9,4,2,1,1,4,3,0,1,6,5,0,2,1,4,6,2,9,7,8,3,0
40,463,0,4,7,8,6,9,12,7,0,7,9,5,1,2,1,6,10,7,3,4,7,6,6,8,4,2,7,9,6,6,5,7,2,10,6,1,5,4,7,11,7,4,3,12,9,7,11,6,7,7,2,8,6,4,5,1,8,9,9,9,4,3,5,6,7,0,4,6,5,6,5,4,7,10,5,11,10,6,3,12,5,7,2,9,9,10,7,6,10,7,5,0,9,6,2,7,9,8,7,7,4,4,3,8,4,5,5,5,4,0,6,8,10,6,7,9,6,7,5,8,6,3,4,7,7,7,4,3,6,9,0,11,3,7,7,7,8,6,4,4,2,5,7,4,3,7,9,7,6,9,2,6,2,4,6,4,9,5,9,2,6,0,2,2,3,2,0
89,4676,4,3,1,4,6,10,6,6,4,7,8,5,1,1,2,5,4,4,4,2,1,4,0,4,4,4,4,5,6,8,5,7,7,11,6,1,5,2,6,5,1,2,4,2,3,3,7,4,4,4,2,6,5,6,5,4,5,2,11,9,3,4,6,6,9,1,4,3,5,6,1,0,3,9,5,5,4,2,7,6,4,3,5,2,5,6,0,6,8,7,2,4,6,3,2,1,9,7,6,9,1,0,8,2,1,7,5,2,3,1,5,5,9,4,7,6,10,3,7,1,6,3,4,1,5,4,4,11,2,9,1,7,3,10,1,7,5,6,3,4,2,3,4,6,3,7,7,2,1,3,2,6,0,0,1,1,9,7,9,3,6,2,11,7,8,5,0
63,3467,5,6,9,1,6,3,12,6,9,8,8,5,1,5,4,9,14,8,4,6,8,10,6,6,1,12,9,9,5,5,5,7,3,9,2,3,2,4,5,9,8,8,4,7,8,3,11,6,4,12,4,9,6,3,3,6,12,11,7,6,0,3,0,2,3,9,6,6,7,8,7,4,5,7,5,10,10,5,7,8,5,7,7,0,6,13,11,9,0,2,5,4,3,6,3,6,3,8,4,13,5,0,8,6,3,10,5,5,6,2,5,12,10,13,4,3,8,12,11,15,2,2,0,3,7,11,4,9,6,0,2,2,6,10,8,11,8,6,6,6,5,10,14,4,3,6,9,12,6,12,5,4,1,4,6,4,7,5,7,6,5,1,6,12,4,13,0
